crop_name,condition_type,threshold_min,threshold_max,parameter,advisory_message,priority,action_type
Rice,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Orange,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Rubber,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Mustard,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Pigeon Pea,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Black Gram,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Sugarcane,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Tomato,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Black Gram,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Cabbage,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Sorghum,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Finger Millet,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Pearl Millet,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Cardamom,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Clove,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Coriander,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Ginger,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Apple,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Wheat,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Garlic,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Clove,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Grapes,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Grapes,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Groundnut,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Barnyard Millet,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Sesame,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Cabbage,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Orange,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Soybean,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Clove,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Tomato,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Chickpea,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Cabbage,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Jute,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Castor,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Turmeric,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Orange,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Groundnut,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Foxtail Millet,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Radish,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Castor,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Kodo Millet,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Clove,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Sorghum,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Sesame,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Wheat,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Papaya,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Fenugreek,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Pigeon Pea,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Onion,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Linseed,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Orange,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Coffee,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Orange,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Wheat,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Green Gram,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Cumin,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Finger Millet,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Coriander,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Arecanut,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Cauliflower,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Lentil,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Brinjal,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Kodo Millet,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Apple,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sugarcane,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Apple,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sorghum,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Mango,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Cabbage,rainfall,0,5,rain_24h,Low rainfall detected. Supplemental irrigation recommended.,medium,irrigation
Foxtail Millet,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Sugarcane,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Jute,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Field Pea,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Ginger,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Tomato,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Lentil,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Finger Millet,temperature,0,10,temp_min,Low temperature detected. Risk of cold stress. Use protective measures like covering crops.,medium,crop_protection
Potato,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Okra,temperature,35,48,temp_max,High temperature stress likely. Increase irrigation and apply mulching to reduce evapotranspiration.,high,irrigation
Oats,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Finger Millet,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Grapes,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Radish,soil_moisture,0,30,soil_moisture,Low soil moisture detected. Immediate irrigation is required to avoid crop stress.,high,irrigation
Kodo Millet,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
Banana,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Chickpea,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Coriander,soil_moisture,70,100,soil_moisture,Excess soil moisture detected. Risk of root rot. Improve drainage.,medium,drainage
Clove,rainfall,50,200,rain_24h,Heavy rainfall alert. Avoid harvesting and ensure proper field drainage.,high,harvest_warning
Groundnut,wind_speed,20,60,wind_speed,Strong winds expected. Avoid pesticide spraying and support tall crops.,medium,spray_warning
Barley,humidity,80,100,humidity,High humidity favors fungal disease development. Monitor crops and apply preventive fungicides.,high,disease_warning
